id,name,water_usage_ton,water_boundary,intensity_water,intensity_water_unit,water_ISO
3702,大聯大,55827.00 ,"台灣地區統計範圍包含台北總部、新竹辦公室及林口倉庫，
海外地區統計範圍包含中國地區部份辦公室及香港、東莞倉庫、新加坡辦公室、韓國辦公室",13.9300 ,各據點員工合計數,依照確信準則3000號「非屬歷史性財務資訊查核或核閱之確信案件」進行有限確信驗證，指標揭露內容參照GRI 303-3
3703,欣陸,229723.00 ,母公司及主要營運子公司,7.1463 ,百萬元營業額,ISO 14001，驗證範圍：鳳山、安平及淡水水資源回收中心
3704,合勤控,52510.00 ,合勤投資控股股份有限公司、盟創科技股份有限公司、合勤科技股份有限公司、兆勤科技股份有限公司,1.0500 ,百萬元營業額,N
3705,永信,N/A,N/A,N/A,N/A,N
3706,神達,469844.00 ,合併財務報表之母子公司，含台灣營運、研發中心及廠區；中國主要生產據點：廣東順達廠區/江蘇昆達廠區/江蘇璽達廠區；美國加州組裝廠區：MiTAC Information SystemsCorp.,9.8000 ,百萬元營業額,N
3708,上緯投控,15849.00 ,上緯興業股份有限公司、上偉碳纖複合材料股份有限公司、磁震科技開發股份有限公司,4.8540 ,百萬元營業額,ISO14001
3711,日月光投控,23398955.95 ,日月光半導體製造股份有限公司(高雄廠、中壢廠、無錫廠、上海材料廠、上海月芯半導體、日本廠、韓國廠、 新加坡廠、馬來西亞廠、ISE Labs)、矽品精密工業股份有限公司(大豐廠、中山廠、中科廠、新竹廠、彰化廠、中工廠、蘇州廠)、環電股份有限公司(南投廠、張江廠、昆山廠、金橋廠、惠州廠、墨西哥廠),1.0718 ,立方米/千美金營收,ISO46001;GRI;SASB
3712,永崴投控,94.95 ,母公司,31.4800 ,用水量/人,N
3714,富采,3492000.00 ,台灣廠區,0.1200 ,百萬元營業額,N
3715,定穎投控,4409199.00 ,資料涵蓋範圍包含合併財務報表之母子公司,288.2400 ,百萬元營業額,（AWS）國際水資源管理標準
4104,佳醫,1893.00 ,僅母公司,0.0004 ,仟元營業額,N
4106,雃博,7308.00 ,僅母公司(即土城廠區),0.0058 ,千元營業額,N
4108,懷特,16205.23 ,台北公司及楊梅精製廠,N/A,N/A,N
4119,旭富,104000.00 ,包含合併財務報表之母子公司,0.2661 ,產品,N
4133,亞諾法,5446.00 ,資料涵蓋範圍僅母公司。,N/A,N/A,N
4137,麗豐-KY,11709.60 ,子公司微碩(上海)日用品有限公司,N/A,N/A,N
4142,國光生,156643.00 ,僅母公司,69.5689 ,百萬元營業額,N
4148,全宇生技-KY,N/A,N/A,N/A,N/A,N
4155,訊映,N/A,N/A,N/A,N/A,N
4164,承業醫,3798.00 ,包含合併財務報表之母子公司,1.2800 ,百萬元營業額,N
4190,佐登-KY,11593.00 ,"台灣子公司:453公噸
廣州子公司:11,140公噸",N/A,N/A,N
4306,炎洲,117808.00 ,母公司及台灣廠區,8.0298 ,百萬元營業額,N
4414,如興,2355.68 ,中國常州廠區與柬埔寨長泰、宏興、如興三家水洗廠,N/A,N/A,依行業標準
4426,利勤,569749.00 ,111年全年用水量,153.7800 ,產品,N
4438,廣越,N/A,N/A,N/A,N/A,N
4439,冠星-KY,1495294.35 ,TOP SPORTS TEXTILE LTD.,91.7764 ,產品,EMeRet
4440,宜新實業,2.29 ,彰化廠/宿舍/台北公司,N/A,N/A,N
4526,東台,22744.00 ,母公司,0.0031 ,產品,N
4532,瑞智,51431.00 ,僅母公司,5.5100 ,百萬元營業額,N
4536,拓凱,8800.00 ,本公司,N/A,N/A,N
4540,全球傳動,49578.00 ,111年度水費單,14.6900 ,百萬元營業額,N
4545,銘鈺,260753.00 ,母公司,216.0000 ,百萬元營業額,N
4551,智伸科,453058.00 ,包含合併財務報表之母子公司,0.0014 ,產品,N
4552,力達-KY,N/A,N/A,N/A,N/A,N
4555,氣立,4778.00 ,僅母公司,7.3600 ,百萬元營業額,N
4557,永新-KY,N/A,N/A,N/A,N/A,N
4560,強信-KY,N/A,N/A,N/A,N/A,N
4562,穎漢,N/A,N/A,N/A,N/A,N
4564,元翎,119373.00 ,本公司及重要子公司,N/A,N/A,N
4566,時碩工業,22576.00 ,母公司,9.7540 ,百萬元營業額,N
4571,鈞興-KY,107053.00 ,主要生產子公司珠海鈞興及越南鈞興,0.0438 ,千元營業額,N
4572,駐龍,26754.00 ,合併財務報表之母子公司,42.0100 ,百萬元營業額,N
4576,大銀微系統,28839.00 ,母公司之總部及二廠,20.9738 ,千小時總經歷工時,N
4581,光隆精密-KY,29726.00 ,包含合併財務報表之母子公司,29.0624 ,百萬元營業額,N
4583,台灣精銳,81853.00 ,母公司,0.0276 ,千元營業額,ISO14001
4720,德淵,14070.00 ,用水量係以母公司計算；排放密集度單位係以合併財務報表百萬營業額計算。,3.8485 ,百萬元營業額,N
4722,國精化,109944.00 ,母公司,N/A,N/A,N
4736,泰博,64677.00 ,母公司,7.7281 ,百萬元營業額,N
4737,華廣,28890.00 ,母公司,N/A,N/A,N
4739,康普,462120.00 ,康普集團,5.4800 ,百萬元營業額,ISO50001
4746,台耀,430997.15 ,母公司,113.2967 ,百萬元營業額,N
4755,三福化,379920.00 ,僅母公司(善化廠、柳科廠、高雄廠),0.0732 ,營業額；單位：公噸  / 仟元,確信準則公報第一號
4763,材料-KY,912512.00 ,合併財務報表之母子公司,0.2137 ,營業額(仟元單位),N
4764,雙鍵,20638.00 ,母公司,7.3548 ,百萬元營業額,N
4766,南寶,70662.00 ,僅母公司,0.0140 ,千元營業額,ISO 46001
4770,上品,50210.00 ,僅母公司,8.1801 ,百萬元營業額,N
4807,日成-KY,123745.00 ,2022年度,N/A,N/A,N
4904,遠傳,242341.00 ,包含母公司及新世紀資通、和宇寬頻及全虹等三家子公司,2.7180 ,百萬元營業額,ISAE3000確信標準
4906,正文,205230.00 ,台灣總部、正鵬(昆山)廠、安博(常熟)廠及越南正文廠,0.0074 ,仟元營業額,N
4912,聯德控股-KY,33133.00 ,重要子公司聯德精密材料(中國)股份有限公司,21530.0000 ,產品,N
4915,致伸,871671.88 ,致伸科技及子公司東莞東聚、致伸重慶、致伸昆山、惠州迪芬尼、東莞迪芬尼、東城迪芬尼，迪芬尼電聲、致伸泰國、迪芬尼泰國,11.0000 ,百萬元營業額,ISO 14046
4916,事欣科,N/A,N/A,N/A,N/A,N
4919,新唐,407532.00 ,僅母公司(不含台北、竹北、台南),40.0561 ,公升/層-晶圓光罩,N
4927,泰鼎-KY,3477000.00 ,包含合併財務報表之母子公司,230.0000 ,百萬元營業額,N
4930,燦星網,N/A,N/A,N/A,N/A,N
4934,太極,6258.00 ,母公司及越南子公司,6258.0000 ,百萬元營業額,N
4935,茂林-KY,N/A,N/A,N/A,N/A,N
4938,和碩,5058795.00 ,和碩聯合科技(股)公司、昌碩科技(上海)、世碩電子(昆山)、名碩電腦(蘇州)、康碩電子(蘇州)、凱碩電腦(蘇州)、旭碩科技(重慶)、凱全電子(重慶)、Pegatron Mexico S.A. de C.V.、PEGATRON Czech s.r.o.、PT. PEGATRON TECHNOLOGY INDONESIA、PEGATRON VIETNAM COMPANY LIMITED、PEGATRON TECHNOLOGY HAI PHONG COMPANY LIMITED、PEGATRON TECHNOLOGY INDIA PRIVATE LIMITED,3.8400 ,百萬元營業額,N
4942,嘉彰,31984.00 ,111年度用水量統計,15.7604 ,百萬元營業額,N
4943,康控-KY,N/A,N/A,N/A,N/A,N
4952,凌通,5253.00 ,母公司,1.6574 ,百萬元營業額,N
4956,光鋐,130604.00 ,111年01月~111年12月,N/A,N/A,N
4958,臻鼎-KY,13612000.00 ,大陸園區及台灣園區,79.4000 ,百萬元營業額,The AWS International Water Stewardship Standard v 2.0
4960,誠美材,427801.00 ,僅母公司,13.7350 ,產能(仟米平方),N
4961,天鈺,5389.00 ,天鈺總部篤行據點,0.2740 ,百萬元營業額,AA1000 Type2 中度保證等級
4967,十銓,3636.00 ,涵蓋範圍僅母公司,0.5400 ,百萬元營業額,N
4968,立積,3880.00 ,母公司,1.1310 ,百萬元營業額,N
4976,佳凌,N/A,N/A,N/A,N/A,N
4977,眾達-KY,16617.00 ,2022年合計,N/A,N/A,N
4989,榮科,323762.00 ,本公司,31149.0000 ,取水量/產量,N
4994,傳奇,7011.00 ,僅包含母公司，依111年台灣自來水公司使用度數資訊,N/A,N/A,N
4999,鑫禾,35496.00 ,母公司,0.0446 ,千元營業額,N
5007,三星,108.03 ,母公司,0.0169 ,百萬元營業額,N
5203,訊連,9305.00 ,僅母公司台北總部,6.6133 ,百萬元營業額,N
5215,科嘉-KY,N/A,N/A,N/A,N/A,N
5222,全訊,13227.00 ,個別報表所有廠區,12.7797 ,百萬元營業額,N
5225,東科-KY,336574.18 ,東科全集團（不含ScS）,26.7356 ,百萬元營業額,N
5234,達興材料,119001.00 ,所有生產廠區,30.6000 ,百萬元營業額,N
5243,乙盛-KY,N/A,N/A,N/A,N/A,N
5244,弘凱,N/A,N/A,N/A,N/A,N
5258,虹堡,N/A,N/A,N/A,N/A,N
5269,祥碩,2481.00 ,"111/1/1~12/31, 範圍:祥碩總公司辦公室",47.2750 ,營業額(億元),N
5283,禾聯碩,N/A,N/A,N/A,N/A,N
5284,jpp-KY,9566.00 ,經寶精密工業股份有限公司,102.4261 ,直接員工人數,Standard of MEA Thailand
5285,界霖,147685.00 ,界霖科技楠梓廠區,N/A,N/A,N
5288,豐祥-KY,291931.00 ,主要營運孫公司台灣豐祥及越南VPIC1,0.0363 ,仟元營業額,ISO 14001
5306,桂盟,10857.00 ,母公司及合併財務報表之子公司(桂盟企業),3.0848 ,百萬元營業額,N
5388,中磊,48479.16 ,本公司(台北辦公室及&#12149;南廠),26.2345 ,員工人數(台北及&#12149;南),N
5434,崇越,5834.00 ,母公司,0.2066 ,百萬元營業額,N
5469,瀚宇博,325403.00 ,瀚宇博德股份有限公司,0.1725 ,產品,N
5471,松翰,2667.00 ,僅母公司,0.0009 ,營業額(新台幣仟元),N
5484,慧友,2632.00 ,母公司111年用水量,8.9524 ,百萬元營業額,N
5515,建國,1632.00 ,企業總部,4.4300 ,人,N
5519,隆大,8517.00 ,僅母公司,87.8000 ,組織員工數97人,N
5521,工信,27629.00 ,僅母公司,5.9700 ,百萬元營業額,N
5522,遠雄,121960.00 ,包含合併財務報表之母子公司,4.5881 ,百萬元營業額,N
5525,順天,4924.00 ,母公司,0.0170 ,百萬元營業額,N
5531,鄉林,3039.00 ,母公司個體,20.9500 ,員工人數,N
5533,皇鼎,641.00 ,台北自水收費單,0.1417 ,百萬元營業額,N
5534,長虹,N/A,N/A,N/A,N/A,N
5538,東明-KY,N/A,N/A,N/A,N/A,N
5546,永固-KY,N/A,N/A,N/A,N/A,N
5607,遠雄港,N/A,N/A,N/A,N/A,N
5608,四維航,18938.23 ,母公司總部辦公室和子孫公司船舶,26.7867 ,總取水量/(海勤船員+辦公室員工人數),N
5706,鳳凰,N/A,N/A,N/A,N/A,N
5871,中租-KY,71398.00 ,&#160;台灣分公司、中國大陸上海總部與分公司、泰國曼谷、越南胡志明市、馬來西亞吉隆坡、柬埔寨金邊、菲律賓馬尼拉等，揭露範疇占中租控股合併淨收益75%以上。,0.8200 ,百萬元營業額,N
5876,上海商銀,56900.00 ,僅母公司,2.0248 ,百萬元營業額,1.確信準則3000號 2.通過ISO 46001驗證
5880,合庫金,310334.32 ,集團全據點334處,5.8353 ,佰萬元淨收益,ISAE 3000
5906,台南-KY,N/A,N/A,N/A,N/A,N
5907,大洋-KY,N/A,N/A,943680.0000 ,其他,N
6005,群益證,52.37 ,母公司,0.9281 ,百萬元營業額,N
6024,群益期,3912.76 ,全台營運據點,1.5121 ,百萬元營業額,N
6108,競國,352800.00 ,本公司,0.3712 ,產品,N
6112,邁達特,7461.00 ,"1. 邁達特數位股份有限公司(台北總部、新竹分公司、台中分公司、高雄分公司)
2. 啟迪國際資訊股份有限公司(台北總部)
3. 聚上雲股份有限公司",0.6159 ,百萬元營業額,本公司用水量數據經2022永續報告書驗證。
6115,鎰勝,295.52 ,母公司及昆山子公司,295.5210 ,產品,N
6116,彩晶,5178960.00 ,母公司及子公司(南京瀚宇彩欣科技有限責任公司),303.7400 ,百萬元營業額,N
6117,迎廣,58425.00 ,母公司,0.0264 ,:千元營業額,N
6120,達運,93.20 ,包含本公司及合併財務報表內子公司,0.0060 ,百萬元營業額,N
6128,上福,19.15 ,上福全球在台灣營運據點為主(包含本廠、二廠及三廠),0.0001 ,仟元營業額,N
6133,金橋,401.00 ,新北市深坑區北深路三段270巷6號3&4樓,N/A,N/A,N
6136,富爾特,478.00 ,母公司,N/A,N/A,N
6139,亞翔,3600.00 ,亞翔工程(股)公司三個辦公室,0.5800 ,百萬元營業額,N
6141,柏承,705465.00 ,昆山子公司廠區,34.3675 ,仟元營業額,N
6142,友勁,31628.00 ,母公司,9.3673 ,百萬元營業額,N
6152,百一,3550.00 ,母公司,N/A,N/A,N
6153,嘉聯益,669000.00 ,僅母公司樹林廠,N/A,N/A,N
6155,鈞寶,57850.00 ,母公司,N/A,N/A,N
6164,華興,2039.00 ,202201~202212,N/A,N/A,N
6165,浪凡,N/A,N/A,N/A,N/A,N
6166,凌華,40781.00 ,母公司,1.2645 ,人員數量,N
6168,宏齊,49488.20 ,母公司,0.0219 ,千元營業額,N
6176,瑞儀,1663000.00 ,台灣與中國大陸製造廠區,0.1995 ,原物料塑膠粒投料量(公斤),N
6177,達麗,N/A,N/A,N/A,N/A,N
6183,關貿,9.58 ,"總公司位於南港軟體園區,各進駐戶無獨立水錶,僅有分攤數值",0.0042 ,用水(噸)/營業額(百萬),N
6184,大豐電,N/A,N/A,N/A,N/A,N
6189,豐藝,4694.00 ,母公司,N/A,N/A,N
6191,精成科,3367893.00 ,包含合併財務報表之母子公司,138.8800 ,百萬元營業額,N
6192,巨路,N/A,N/A,N/A,N/A,N
6196,帆宣,63490.00 ,母公司廠區,1.2600 ,百萬元營業額,N
6197,佳必琪,N/A,N/A,N/A,N/A,N
6201,亞弘電,2.00 ,母公司,N/A,N/A,N
6202,盛群,15638.00 ,母公司,2.5994 ,百萬元營業額,N
6205,詮欣,N/A,N/A,N/A,N/A,N
6206,飛捷,10919.00 ,飛捷母公司,25.5710 ,人均用水(以111年底人數計算),N
6209,今國光,202325.00 ,今國集團,N/A,N/A,N
6213,聯茂,50202.00 ,母公司,N/A,N/A,ISO 14001:2015版
6214,精誠,21112.00 ,僅母公司,17.3100 ,員工人數,N
6215,和椿,1570.00 ,母公司,0.8708 ,百萬元營業額,N
6216,居易,4679.00 ,生活用水,N/A,N/A,N
6224,聚鼎,22350.00 ,母公司,N/A,N/A,N
6225,天瀚,N/A,N/A,N/A,N/A,N
6226,光鼎,N/A,N/A,N/A,N/A,N
6230,尼得科超眾,11966.00 ,中興廠、興德廠、陞泰廠,1.0050 ,百萬元營業額,N
6235,華孚,N/A,N/A,N/A,N/A,N
6239,力成,2904510.00 ,僅台灣地區力成科技,55.1100 ,百萬元營業額,N
6243,迅杰,629.00 ,母公司,0.8813 ,百萬元營業額,N
6257,矽格,348415.00 ,矽格北興廠區 中興廠區 湖口廠區,32.9000 ,百萬元營業額,N
6269,台郡,1194240.00 ,僅母公司,1.1930 ,產品,N
6271,同欣電,1288590.38 ,"資料涵蓋合併財務報表之母子公司，共四個廠區，不含總部辦公室
1.台北廠-新北市鶯歌區鶯桃路365巷55號
2.龍潭廠-桃園市龍潭區龍園五路21號
3.竹北廠-新竹縣竹北市泰和路84號與 昌益辦公室-新竹縣竹北市環科一路1號6樓之1號
4.菲律賓廠-103Prosperity Ave, Calamba, 4037 Laguna, Philippines",54.7400 ,百萬元營業額,N
6277,宏正,17947.06 ,本公司及汐萬廠區,4.7700 ,百萬元營業額,N
6278,台表科,466000.00 ,母公司及子公司-峻凌電子(蘇州)有限公司,6.3000 ,百萬元營業額,N
6281,全國電,62598.00 ,台水及北水,2.9262 ,百萬元營業額,N
6282,康舒,658770.00 ,包含合併財務報表之母子公司,2601.6745 ,NTD每億元營收,14046組織型水足跡盤查
6283,淳安,N/A,N/A,N/A,N/A,N
6285,啟碁,530711.00 ,取水量計算範圍為��碁總部、力行廠、南科廠、�ㄗ峞B�ㄦs、�ㄟ禰矇驉]昆山與南京）、越南廠。,5.2700 ,百萬元營業額,2022年��碁科技永續報告書確認符合SASB對應行業準則、GRI準則依循以及AA1000第一類型中度保證等級
6288,聯嘉,54010.00 ,"組織邊界

台灣總公司(聯嘉光電股份有限公司)
地址：350苗栗縣竹南鎮科東一路2號

外倉
地址：350苗栗縣竹南鎮和興路364號",0.0140 ,百萬元營業額,N
6405,悅城,116881.00 ,母公司,86728.0000 ,製程用水,N
6409,旭隼,0.19 ,"1.包含合併財務報表之母子公司
2.旭隼科技在台灣、大陸及越南，均位於工業區辦公大樓，在生產製造時無需耗用水資源（即無工業用水需求），僅須使用員工生活用水、而其來源均為市政供水，其取得及排放均依市政供水規定。",0.2599 ,員工生活用水,採用ISAE3000及ISAE3410進行確信
6412,群電,657267.12 ,群電台北總公司、群電東莞廠、群電蘇州廠、群電重慶廠、群電泰國廠,16.0100 ,百萬元營業額,N
6414,樺漢,3653.00 ,僅母公司,N/A,N/A,N
6415,矽力*-KY,17608.00 ,矽力杰半導體技術（杭州）有限公司,0.0008 ,千元營業額,N
6416,瑞祺電通,7985.00 ,僅母公司,2.3045 ,百萬元營業額,N
6426,統新,32253.00 ,母公司,N/A,N/A,N
6431,光麗-KY,N/A,N/A,N/A,N/A,N
6438,迅得,7312.00 ,僅母公司,2.1415 ,百萬元營業額,N
6442,光聖,11768.00 ,僅母公司,4.0000 ,百萬元營業額,N
6443,元晶,564635.00 ,111年台北公司、新竹廠及屏東廠資料加總,62.7020 ,百萬元營業額,N
6446,藥華藥,46.22 ,藥華醫藥台北總公司+台中廠(含取水量、排水量、耗水量),N/A,N/A,N
6449,鈺邦,N/A,N/A,N/A,N/A,N
6451,訊芯-KY,383954.00 ,2022.1~2022.12訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區,4.2100 ,噸/萬元產值，訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區,N
6456,GIS-KY,2261131.97 ,本公司及子公司所有廠區,18.0200 ,百萬元營業額,N
6464,台數科,6164.00 ,僅母公司,0.3370 ,千元營業額,N
6472,保瑞,72413.00 ,竹南廠、竹北廠及台南廠,6.9004 ,百萬元營業額,N
6477,安集,22075.00 ,20220101-20221231,0.0068 ,千元營業額,N
6491,晶碩,313134.00 ,僅母公司,0.0000 ,每百萬單位產品用水量393公噸,N
6504,南六,380028.00 ,111/1/1-111/12/31,N/A,N/A,N
6505,台塑化,44019018.00 ,母公司,51.9063 ,百萬元營業額,ISO 46001
6515,穎崴,15638.00 ,台灣所有廠區,3.0530 ,百萬元營業額,N
6525,捷敏-KY,228191.00 ,包含合併財務報表之子公司,0.0465 ,產品,N
6531,愛普*,2250.00 ,母公司,0.4526 ,百萬元營業額,N
6533,晶心科,2248.00 ,僅母公司,N/A,N/A,N
6541,泰福-KY,2400.00 ,合併財務報表之母子公司,0.1100 ,噸/新台幣仟元營收,N
6550,北極星藥業-KY,N/A,N/A,N/A,N/A,N
6552,易華電,432314.00 ,易華公司,0.0010 ,產品,N
6558,興能高,3532.20 ,合併財務報表之母子公司,3.0757 ,百萬元營業額,N
6573,虹揚-KY,N/A,N/A,N/A,N/A,N
6579,研揚,4678.00 ,僅母公司,0.7880 ,百萬元營業額,N
6581,鋼聯,59472.00 ,僅母公司,0.3619 ,服務,N
6582,申豐,108015.00 ,母公司,3.3900 ,產品,N
6585,鼎基,89052.00 ,本公司之高雄辦公室以及台灣各廠(高雄廠、屏東廠),0.0360 ,仟元,N
6591,動力-KY,N/A,N/A,N/A,N/A,N
6592,和潤企業,9435.00 ,母公司之全台營運據點,N/A,N/A,N
6598,ABC-KY,N/A,N/A,N/A,N/A,N
6605,帝寶,4200.00 ,年度,0.0000 ,百萬元營業額,N
6606,建德工業,4961.00 ,水費繳費單,N/A,N/A,N
6625,必應,N/A,N/A,N/A,N/A,N
6641,基士德-KY,11862.00 ,合併報表之子公司之一-川源(中國)平湖廠區,8.7029 ,百萬元營業額,N
6655,科定,N/A,N/A,N/A,N/A,N
6657,華安,N/A,N/A,N/A,N/A,N
6666,羅麗芬-KY,14517.00 ,子公司嘉文麗（福建）化妝品有限公司,0.0114 ,產品,N
6668,中揚光,39134.00 ,111/1/1~111/12/31,88.1400 ,百萬元營業額,N
6669,緯穎,187830.00 ,母公司及全球主要營運與製造廠區(緯穎科技墨西哥子公司),0.6413 ,百萬元營業額,N
6670,復盛應用,125432.00 ,母公司,4.5000 ,百萬元營業額,N
6671,三能-KY,47623.76 ,合併財務報表之母子公司,25.5772 ,百萬元營業額,N
6672,騰輝電子-KY,168006.00 ,合併財務報表之子公司生產型廠區,0.0299 ,千元營業額,N
6674,鋐寶科技,53893.00 ,母公司,N/A,N/A,N
6689,伊雲谷,2633.02 ,母公司,1.1081 ,百萬元營業額,中華民國確信準則第 3000號
6691,洋基工程,N/A,N/A,N/A,N/A,N
6695,芯鼎,N/A,N/A,N/A,N/A,N
6698,旭暉應材,42080.00 ,僅母公司,0.0336 ,千元營業額,N
6706,惠特,28362.00 ,僅母公司,6.3620 ,百萬元營業額,N
6715,嘉基,62539.00 ,包含合併財務報表之母子公司-本公司及子公司嘉基蘇州,0.0859 ,百萬元營業額,N
6719,力智,4938.37 ,母公司,0.8100 ,百萬元營業額,N
6743,安普新,N/A,N/A,N/A,N/A,N
6753,龍德造船,22117.00 ,僅母公司,5.7723 ,百萬元營業額,N
6754,匯僑設計,3740.00 ,總公司+中壢鴻僑,0.7300 ,百萬元營業額,N
6756,威鋒電子,3769.00 ,僅母公司,N/A,N/A,N
6768,志強-KY,865.00 ,台灣總部辦公室,N/A,N/A,N
6770,力積電,6359990.00 ,母公司,47.9300 ,產品,AA1000AS v3 consistent with GRI Standards and SASB Standard(s)
6776,展碁國際,7167.00 ,申報公司及100%持股子公司及博瑞達總部,0.3100 ,百萬元營業額,N
6781,AES-KY,58240.00 ,太普動力新能源（常熟）股份有限公司,69.0000 ,(公噸/人均用水量),N
6782,視陽,182200.00 ,包含合併財務報表之母子公司,65.6000 ,百萬元營業額,N
6789,采鈺,272221.00 ,采鈺公司新竹廠,22.6600 ,公升/8吋晶圓當量-層,N
6790,永豐實,1366708.00 ,臺灣紙品工廠：楊梅廠、清水廠,14.9000 ,產品,ISO 14001
6792,詠業,25109.00 ,母公司,17.1700 ,百萬元營業額,N
6796,晉弘,2802.00 ,僅母公司,5.7300 ,百萬元營業額,N
6799,來頡,308.00 ,母公司,0.2611 ,百萬元營業額,N
6806,森崴能源,2822.00 ,包含森崴能源母公司頂埔大樓8F總部及一處台南歸仁辦公室據點，與2022年永續報告書揭露排放量呈現一致。,30.0200 ,平均每位森崴員工2022年用水量，員工涵蓋森崴能源母公司頂埔大樓8F總部及一處台南歸仁辦公室據點,N
6807,峰源-KY,68650.00 ,主要生產基地,16.3134 ,百萬元營業額,N
6830,汎銓,9000.00 ,僅母公司,9000.0000 ,百萬元營業額,N
6834,天二科技,N/A,N/A,N/A,N/A,N
6835,圓裕,N/A,N/A,N/A,N/A,N
6854,錼創科技-KY創,12408.00 ,年,12408.0000 ,年,N
6861,睿生光電,144.00 ,僅母公司,0.0763 ,百萬元營業額,N
6863,永道-KY,16362.00 ,包含合併財務報表之母子公司,N/A,N/A,N
6869,雲豹能源-創,N/A,N/A,N/A,N/A,N
6873,泓德能源-創,2694.00 ,包含合併財務報表之母子公司,0.5320 ,百萬元營業額,N
8011,台通,N/A,N/A,N/A,N/A,N
8016,矽創,6506.83 ,矽創(新竹總公司、台北辦公室),0.5614 ,百萬元營業額,N
8021,尖點,32101.00 ,僅母公司,0.2130 ,產品,N
8028,昇陽半導體,720615.00 ,僅母公司,1.7700 ,產品,N
8033,雷虎,3749.00 ,111年1月-111年12月,0.0400 ,營業額以仟元計算,N
8039,台虹,91546.00 ,母公司,12.5613 ,百萬元營業額,N
8046,南電,4512000.00 ,母公司,69.8000 ,百萬元營業額,N
8070,長華*,1323211.00 ,包含合併財務報表之母子公司,60.5360 ,百萬元營業額,N
8072,陞泰,N/A,N/A,N/A,N/A,N
8081,致新,10908.00 ,母公司,1.4700 ,百萬元營業額,N
8101,華冠,N/A,N/A,N/A,N/A,N
8103,瀚荃,N/A,N/A,N/A,N/A,N
8104,錸寶,160899.00 ,母公司-錸寶,164.6900 ,百萬元營業額,N
8105,凌巨,2632197.00 ,母公司八德廠、新竹廠、頭份廠及子公司KGO,N/A,N/A,N
8110,華東,1198163.00 ,僅母公司,0.0007 ,產品,N
8112,至上,2867.00 ,僅含母公司,N/A,N/A,N
8114,振樺電,7767.00 ,111年1月~12月,2.5230 ,百萬元營業額,N
8131,福懋科,1283290.00 ,僅母公司,123.0000 ,百萬元營業額,N
8150,南茂,1767131.00 ,母公司(台灣六個廠區),75.1425 ,百萬元營業額,N
8163,達方,779870.00 ,母公司(台灣廠區及中國廠區),54.2632 ,百萬元營業額,N
8201,無敵,N/A,N/A,N/A,N/A,N
8210,勤誠,153757.00 ,該年度用水量與該年度營收,0.0140 ,百萬元營業額,N
8213,志超,556202.00 ,僅母公司,1755.0000 ,(度/人),N
8215,明基材,432740.00 ,包含合併財務報表之母子公司,2.7800 ,百萬公升/億元營業額,N
8222,寶一,2212.00 ,臺南市新營區新工路13巷1號,N/A,N/A,N
8249,菱光,963.00 ,母公司,N/A,N/A,N
8261,富鼎,2713.49 ,僅母公司,21.0000 ,服務,N
8271,宇瞻,9875.00 ,僅母公司,0.0012 ,千元營業額,N
8341,日友,298088.00 ,母公司(雲林廠及彰濱廠),4.9377 ,廢棄物焚化處理量,N
8367,建新國際,27338.00 ,僅母公司,16.0060 ,百萬元營業額,N
8374,羅昇,1704.00 ,母公司,1.3148 ,百萬元營業額,N
8404,百和興業-KY,914380.00 ,江蘇百宏複合材料科技股份有限公司(原公司名稱:無錫百和織造股份有限公司)、東莞百宏實業有限公司、越南百宏責任有限公司,91.1283 ,產品,N
8411,福貞-KY,458000.00 ,本公司(福貞控股)及所屬轉投資孫公司(「鼎新金屬股份有限公司」、「鼎立金屬包裝股份有限公司」、「福建福貞金屬包裝有限公司」、「福建福天食品有限公司」)作為揭露範疇,9.1200 ,產品,N
8422,可寧衛,657917.00 ,可寧衛、吉衛、大寧、岡聯事業及上評資源循環,0.1255 ,千元營業額,N
8429,金麗-KY,7000.00 ,合併財務報表之母子公司,N/A,N/A,N
8438,昶昕,98450.00 ,大園廠、大園一廠、海湖廠、含銅廢液處理廠、蘆竹廠。,N/A,N/A,N
8442,威宏-KY,N/A,N/A,N/A,N/A,N
8443,阿瘦,11022.00 ,僅母公司,N/A,N/A,N
8454,富邦媒,97105.68 ,"母公司與國內子公司(富立人身、富
立綜保、千卉國際、富昇物流、富美
康健)",0.9300 ,百萬元營業額,N
8462,柏文,557755.00 ,包含合併財務報表之母子公司,154.6742 ,百萬元營業額,N
8463,潤泰材,694236.00 ,宜蘭冬山廠冷卻用水,N/A,N/A,N
8464,億豐,N/A,N/A,N/A,N/A,N
8466,美吉吉-KY,N/A,N/A,N/A,N/A,N
8467,波力-KY,158000.00 ,2022年,N/A,N/A,中&#21326;人民共和&#22269;水法
8473,山林水,N/A,N/A,N/A,N/A,N
8476,台境,N/A,N/A,N/A,N/A,N
8478,東哥遊艇,10600.00 ,僅母公司,392.5926 ,總用水量(公噸)/營收(億元),N
8481,政伸,15770.00 ,僅母公司,19.1616 ,百萬元營業額,N
8482,商億-KY,N/A,N/A,N/A,N/A,N
8488,吉源-KY,N/A,N/A,N/A,N/A,N
8499,鼎炫-KY,N/A,N/A,N/A,N/A,N
